,question,model_answer,true_answer
34402,firth of forth is part of scotland,Yes,Yes
34403,basketball usually recieves an action of burned,No,No
34404,swiss canton is part of switzerland,Yes,Yes
34405,mine is usually located at top of mountain,No,No
34406,pit is part of arizona,No,No
34407,sword is usually located at closet,No,No
34408,wash car has a subevent of get wet,Yes,Yes
34409,hammer is usually used for pound nails,Yes,Yes
34410,shirts has collars,Yes,Yes
34411,visit art gallery has a prerequisite of find out where,Yes,Yes
34412,standing in queue has a subevent of become impatient,Yes,Yes
34413,war is defined as plural form of mutt,No,No
34414,admiralty range is part of antarctica,Yes,Yes
34415,jugs is capable of demand higher wages,No,No
34416,cellar is usually located at winery,Yes,Yes
34417,getting drunk usually causes being sick,Yes,Yes
34418,working has a prerequisite of beat,No,No
34419,carom is part of pool,Yes,Yes
34420,going to bed usually causes insomnia,Yes,Yes
34421,hearing music usually causes it's soothing,Yes,Yes
34422,courtyard is usually used for have garden,Yes,Yes
34423,lights is usually located at shirt pocket,No,No
34424,black holes is usually located at fair,No,No
34425,passing university exams has a subevent of forgetting,Yes,Yes
34426,leavened bread has yeast,Yes,Yes
34427,equipment is usually used for showing movies,No,No
34428,blast furnace is part of steel mill,Yes,Yes
34429,thanking has a prerequisite of sincerity,Yes,Yes
34430,paint is usually located at shelf,Yes,Yes
34431,creating idea has a subevent of reading book,No,No
34432,awake has a prerequisite of set up clock alarm,Yes,Yes
34433,cleat is part of playing period,No,No
34434,laredo is part of texas,Yes,Yes
34435,tenerife is part of arizona,No,No
34436,breathing is usually used for survival,Yes,Yes
34437,seeing new usually causes surprise,Yes,Yes
34438,look through telescope has a prerequisite of find phone,No,No
34439,electric motor is part of church year,No,No
34440,do housework has a prerequisite of stop procrastinating,Yes,Yes
34441,picket is part of picket fence,Yes,Yes
34442,playing hockey has a subevent of learning experience,No,No
34443,worst is the opposite of best,Yes,Yes
34444,interest causes desire of wage war,No,No
34445,awake has a prerequisite of conscious,Yes,Yes
34446,catch mumps has a subevent of fever,Yes,Yes
34447,getting clean has a subevent of use kindling,No,No
34448,crossing street is usually used for pedestrians,Yes,Yes
34449,singing has a subevent of yawning,No,No
34450,get warm is motivated by a goal of you're cold,Yes,Yes
34451,photocathode is part of photoelectric cell,Yes,Yes
34452,numbers is usually located at stapler,No,No
34453,answering questions is usually used for signaling for help,No,No
34454,meditator is capable of light candle,Yes,Yes
34455,sun is capable of provide comfort,No,No
34456,saint vincent and grenadines is part of france,No,No
34457,walk is usually located at trashcan,No,No
34458,federal aviation agency is part of department of transportation,Yes,Yes
34459,office supplies is usually located at cabinet,Yes,Yes
34460,upper is part of shoe,Yes,Yes
34461,grape is usually located at space shuttle,No,No
34462,talking has a prerequisite of determine destination,No,No
34463,squirrels is usually located at park,Yes,Yes
34464,tremor is part of hundredweight,No,No
34465,cookbooks is defined as plural form of cookbook,Yes,Yes
34466,reading book has a prerequisite of eyes,Yes,Yes
34467,humvees is usually located at military base,Yes,Yes
34468,using calculator has a subevent of get excited,No,No
34469,desks is usually located at building,Yes,Yes
34470,trachea is part of match,No,No
34471,bruges is part of agronomy,No,No
34472,money is usually located at vault,Yes,Yes
34473,person desires life partner,Yes,Yes
34474,binding is part of ship,No,No
34475,sending criminal to prison usually causes crowded prisons,Yes,Yes
34476,action figures is usually located at city,No,No
34477,picketers is usually located at museum,No,No
34478,duluth is part of minnesota,Yes,Yes
34479,wank off is defined as way of sword,No,No
34480,person desires have good friends,Yes,Yes
34481,immigration and naturalization service is part of homeland security,Yes,Yes
34482,improving yourself usually causes more self confidence,Yes,Yes
34483,weapon is part of brazil,No,No
34484,difficult is the opposite of concave,No,No
34485,microphone boom is usually located at store,No,No
34486,atheophobia is the opposite of theophobia,Yes,Yes
34487,occipital gyrus is part of occipital lobe,Yes,Yes
34488,getting up early usually causes being tired,Yes,Yes
34489,uncertainty is the opposite of certainty,Yes,Yes
34490,chin is part of breathing,No,No
34491,t shirt is usually used for graduates,No,No
34492,papillary muscle is part of atrioventricular valve,Yes,Yes
34493,max is the opposite of min,Yes,Yes
34494,potato is usually located at potato salad,Yes,Yes
34495,rock has a property of sweet,No,No
34496,friday is defined as day immediately after thursday,Yes,Yes
34497,having haircut usually causes sleep,No,No
34498,writing usually causes weight gains,No,No
34499,procreate is motivated by a goal of child,Yes,Yes
34500,crust is part of book,No,No
34501,hunger causes desire of listen to radio,No,No
34502,kindling is usually used for making jeans,No,No
34503,human is capable of better himself,Yes,Yes
34504,study has a prerequisite of concentrate,Yes,Yes
34505,never is the opposite of cool,No,No
34506,tuileries is part of paris,Yes,Yes
34507,practicable is the opposite of inedible,No,No
34508,sculpting gel is usually located at mall,No,No
34509,have party has a last subevent of turn off tv,No,No
34510,read newspaper is motivated by a goal of learn,Yes,Yes
34511,crosswalk is usually located at desk,No,No
34512,mouthpiece is part of telephone,Yes,Yes
34513,finding information usually causes going outside,No,No
34514,log in is the opposite of log out,Yes,Yes
34515,facial muscle is part of face,Yes,Yes
34516,pretty is the opposite of ugly,Yes,Yes
34517,dying is usually used for dinner,No,No
34518,breathe fresh air has a prerequisite of invite over,No,No
34519,nails is usually located at jar,Yes,Yes
34520,apologize entails admit,Yes,Yes
34521,yale university is part of new haven,Yes,Yes
34522,murder has a property of contagious,No,No
34523,build cathedral has a prerequisite of go to cashier,No,No
34524,most people has two hands,Yes,Yes
34525,lip is usually used for preparing for date,No,No
34526,driving usually causes changing location,Yes,Yes
34527,tahiti is part of society islands,Yes,Yes
34528,dardanelles is part of information science,No,No
34529,blade is part of propeller,Yes,Yes
34530,watching tv show usually causes graduate,No,No
34531,articular muscle is part of joint,Yes,Yes
34532,las cruces is part of ovule,No,No
34533,waiting in line has a subevent of tread water,No,No
34534,competing has a subevent of swear to tell truth,No,No
34535,commit perjury has a prerequisite of tell lies,Yes,Yes
34536,print on printer has a prerequisite of go to college,No,No
34537,kitchen is usually located at opera,No,No
34538,fruitful is the opposite of succeed,No,No
34539,couple is capable of power radio,No,No
34540,commit suicide usually causes injury,No,No
34541,input routine is part of input program,Yes,Yes
34542,find lost item is motivated by a goal of use,Yes,Yes
34543,bring in verdict is motivated by a goal of duty,Yes,Yes
34544,cockpit is usually located at space shuttle,Yes,Yes
34545,clean has a last subevent of take out trash,Yes,Yes
34546,milk usually recieves an action of grown in pots,No,No
34547,new york has value,No,No
34548,ireland is part of andes,No,No
34549,taking midterm usually causes stress,Yes,Yes
34550,tissue holder is usually used for holding food,No,No
34551,quickening is part of tunnel,No,No
34552,playing sport has a subevent of spill milk,No,No
34553,food is usually located at kitchen,Yes,Yes
34554,dive has a last subevent of hold breath,Yes,Yes
34555,country is usually located at porch,No,No
34556,mormon is capable of wind clock,No,No
34557,white is defined as opposite of black,Yes,Yes
34558,visiting art gallery has a subevent of put soap on,No,No
34559,cuquenan is part of venezuela,Yes,Yes
34560,cancer is capable of result in death,Yes,Yes
34561,comfort friend has a subevent of society changed,No,No
34562,gumbo is part of okra,Yes,Yes
34563,cannabis has a property of brown,No,No
34564,human has a property of sad,No,No
34565,train is capable of near destination,Yes,Yes
34566,mouth is part of bottle,Yes,Yes
34567,anger causes desire of go for walk,No,No
34568,round trip ticket is usually used for travel,Yes,Yes
34569,buy christmas presents has a prerequisite of get matches,No,No
34570,cantabrian mountains is part of foot,No,No
34571,antibiotics is usually used for kill bacteria,Yes,Yes
34572,copulate has a subevent of hearing music,No,No
34573,llano estacado is part of endoskeleton,No,No
34574,ratline is part of germany,No,No
34575,bus is usually used for transportation,Yes,Yes
34576,send e mail has a subevent of kill,No,No
34577,violin is usually located at violin case,Yes,Yes
34578,townhouse is usually located at rocks,No,No
34579,jump out of window has a first subevent of get out dishes,No,No
34580,forelock is part of forearm,No,No
34581,repairing umbrella usually causes sickness,No,No
34582,couples often has two wheels,No,No
34583,infection usually causes ring on table,No,No
34584,plate is usually located at town,No,No
34585,teacher is capable of short out,No,No
34586,buy house has a subevent of examining walls,Yes,Yes
34587,alcohol usually recieves an action of hit by hammer,No,No
34588,miners is capable of settle arguments,No,No
34589,horses has lips,No,No
34590,nizhnyi novgorod is part of russia,Yes,Yes
34591,spend money has a subevent of purchase,Yes,Yes
34592,buy house has a subevent of pay for,Yes,Yes
34593,hanging wall is part of inclined fault,Yes,Yes
34594,bulb is part of mercury thermometer,Yes,Yes
34595,children desires true love,No,No
34596,dubai is part of united arab emirates,Yes,Yes
34597,tiling is usually located at roof,Yes,Yes
34598,running twenty six miles is usually used for walking on,No,No
34599,machine is usually used for scan body,Yes,Yes
34600,sausage is usually located at park,No,No
34601,nose is part of texas,No,No
34602,connecticut is part of illinois,No,No
34603,toothbrush is usually located at suitcase,Yes,Yes
34604,reggane is part of middle age,No,No
34605,person desires see beauty,Yes,Yes
34606,drive car has a subevent of score,No,No
34607,dentist office is usually located at front door,No,No
34608,chewing food usually causes meet,No,No
34609,committing to memory is usually used for learning,Yes,Yes
34610,battery is capable of rule country,No,No
34611,use calculator has a prerequisite of lie down,No,No
34612,laziness is capable of subject to poverty,Yes,Yes
34613,bit is part of italy,No,No
34614,computing sum usually causes getting answer,Yes,Yes
34615,lymph is part of circulatory system,Yes,Yes
34616,dick tracy is usually located at movie studio,No,No
34617,get warm has a prerequisite of do exercises,No,No
34618,nineties is part of outfield,No,No
34619,chili peppers has a property of boring,No,No
34620,philosophy is defined as love of knowledge,Yes,Yes
34621,sunglasses is capable of shade eyes from sun,Yes,Yes
34622,guns is capable of jam,Yes,Yes
34623,baltic state is part of europe,Yes,Yes
34624,paper is capable of cover stone,Yes,Yes
34625,having classes over causes desire of take final exams,Yes,Yes
