,questions,labels
26150,Is leaf an animal with hairs?,0
26151,is cabin good?,1
26152,is jackhammer larger than car,0
26153,is turbines made out of metal,1
26154,Is gel a candle?,1
26155,is cummerbund refillable?,0
26156,Is stateroom bigger than a person?,1
26157,  Is flask dangerous? ,0
26158,Is tree taller then a 6 foot person,1
26159,Is quarry clothes?,0
26160,is bluesman a career,1
26161,Is rainforest conifer? ,1
26162,Is foot alive?,1
26163,Is joist hard to use?,1
26164,Is crutch an object?,1
26165,Is chair brown?,1
26166,is crystalloid usually in the bathroom?,0
26167,Is trident something someone could carry?,1
26168,does caravan fly?,0
26169,is kinsman a type of family member?,1
26170,does workers involve administration?,1
26171,is officer a type of law enforcement profession?,1
26172,does gaming involve active learning?,1
26173,is contibution a person,0
26174,Does dust have a purpose?,0
26175,is plaster larger than a passenger car?,0
26176,is clitoris something you eat?,0
26177,can i give gully to you?,0
26178,Is bog made of earth/soil?,1
26179,Does television use electricity?,1
26180,Is limo something you drive?,1
26181,Is deli an object?,0
26182,Is chair typically found in a specific part of a home?,1
26183,Is stoplight a plant?,0
26184,Is pitchfork tangible,1
26185,is luncheon natural,0
26186,is bloomers any electronic-related device?,0
26187,is law an article of clothing?,0
26188,Is wastepaper a rock,0
26189,Is mainframe a public place?,0
26190,is clientele a human body part?,0
26191,Is bread edible,1
26192,but mountain is played with?,0
26193,is bullet made of metal,1
26194,is sweat made of plastic?,0
26195,Is kelp to eat?,1
26196,Is vehicle something you can buy?,1
26197,Is dirt in the ground?,1
26198,Is charity a charitable organisation?,1
26199,is parasite an animal,1
26200,Is pompom used in a store?,0
26201,is environment something that most people are familiar with,1
26202,is icepick electronic?,0
26203,can mouth melt?,0
26204,Can I buy river in a store,0
26205,Is toy something you play with?,1
26206,can steppingstone expire ?,0
26207,is battleaxe used for fun,0
26208,is paper related to technology?,0
26209,Does electrician require working outside?,1
26210,is window in a house,1
26211,Does streamer have a specific use?,1
26212,is parenthesis material?,0
26213,is pseudoscience something that is taught in school,1
26214,Is tweezers a living thing?,0
26215,Is appetizer a vegetable?,1
26216,is press expensive,1
26217,is gashes an occupation,0
26218,is building living?,0
26219,is light electric?,1
26220,Is reviewer a front desk position?,0
26221,is latch decorative?,1
26222,is backbone fruit,0
26223,is pizza edible,1
26224,is telescope used to assemble things? ,0
26225,is sculpture made of wood,1
26226,is innards in a human body,1
26227,is stapler found in a desk,1
26228,is dad a family title?,1
26229,Is foghorn alive?,0
26230,Is dribbler mammalian?,1
26231,is truck considered architecture,0
26232,Is okra red?,0
26233,Is study legal?,1
26234,does giver get paid ?,1
26235,is bikini public vehicle,0
26236,is jam a type of ice cream ?,0
26237,Is eyebrow large?,0
26238,does neat smell?,0
26239,is landline energy related,1
26240,is pharaoh a piece of technology?,0
26241,is step stone?,1
26242,is applesauce fruit,1
26243,Is box a menu?,0
26244,is sleeping a profession?,0
26245,Is zoologist a person?,1
26246,Does deed change shape,0
26247,is hippo a food,0
26248,Is marketplace part of nature?,0
26249,Is esophagi a solid,0
26250,is macadamia bigger than a bottle cap,1
26251,Is microwave an appliance?,1
26252,Is guy a place?,0
26253,Is thesis used by people of all ages?,0
26254,Is jawbreaker larger than a car?,0
26255,Does protect have a smell?,0
26256,Is camp done in a city?,0
26257,can state be seen,1
26258,Does toddler smell?,1
26259,is contestant something you are taught?,0
26260,is spearmint an animal,0
26261,Is bacon a type of pork?,1
26262,is clothier robot,0
26263,is hacienda human,0
26264,is latch something seen in daily life?,1
26265,is elderly fast?,0
26266,is trapezoid something you wear,0
26267,is sister alive?,1
26268,Is crystal made of some rare material?,1
26269,is bowls man made?,1
26270,Is stimulant healthy?,1
26271,Is windscreen bigger than a shoe box?,1
26272,is batch an electrical device,0
26273,Does rooster have legs?,1
26274,Is showcase made of metal? ,1
26275,Is winner a person?,1
26276,is comet found on earth?,0
26277,is apology acceptable,1
26278,is conservationist related to economics?,1
26279,Does schoolwork provide information?,1
26280,is millet made into clothes?,0
26281,Is pussycat colorful?,1
26282,is scratches any study?,0
26283,Is peasant an emotion?,0
26284,Is candle a food item for people,0
26285,Is spade expensive?,0
26286,Is doggy made of plastic?,0
26287,Is couch furniture?,1
26288,is herbs a plant?,1
26289,Is mountain smaller than a car?,0
26290,is diamond related to pressure?,1
26291,Is doorknob dark?,1
26292,Is bordello normally found in the kitchen?,0
26293,is monsignor related to food?,0
26294,is ornament used in the kitchen,1
26295,is mascara alive?,0
26296,Is infector an animal?,1
26297,is footstool a type of lamp? ,0
26298,does pew fade with time ?,1
26299,Is risotto an object without life?,1
26300,does axle have a handle,0
26301,Is hope a tangible thing?,0
26302,Is sofa a piece of furniture?,1
26303,can lane fit in my pockrt,0
26304,Is contract ever used by children?,0
26305,can I buy ocean in a store?,0
26306,Does buttonhole come from trees? ,0
26307,is arm a group of people ?,0
26308,is buttercup part of a car,0
26309,is mother cherished?,1
26310,is dartboard found in the kitchen?,0
26311,Does chicory change it's form over time without the influence of an outside force?,0
26312,Does carbonate breathe?,0
26313,Is timer something you turn on?,1
26314,is hole alive,0
26315,is corncob multicolored?,0
26316,Is bag a food?,0
26317,Is pheromone imaginary,0
26318,Is inflection visible?,0
26319,does artery smell?,0
26320,Is loop a name for a person?,0
26321,Is eggnog a seasonal item?,1
26322,is heap a kind of clothing?,0
26323,is lunchbox made of metal,1
26324,Is pothole human?,0
26325,does goldsmith require building things?,1
26326,Is needle a tool that humans use?,1
26327,does police involve crime,1
26328,do you use micrometer in the kitchen,0
26329,Does breast have a handle?,0
26330,Is titanium alive?,0
26331,Has steam existed before mankind?,1
26332,IS speakeasy for kids?,0
26333,Is ashes something that you can throw?,1
26334,is hookers tangible,1
26335,Does brontosaurus have fur?,0
26336,is manager human?,1
26337,is garbage useful?,0
26338,is ore heavy?,1
26339,do clothing come in sizes,1
26340,is construction paper,0
26341,Is blip furniture,0
26342,Does waterwheel have moving parts?,1
26343,is notepad found on earth?,1
26344,Use shampoo to clean any part of your home?,0
26345,Is sadness an object?,0
26346,Is heart part of the human body?,1
26347,Is dormitory over 200 lbs?,1
26348,Is bridge made out of wood? ,1
26349,Is wig a finished product?,1
26350,is hammer used to break things?,1
26351,Is rabbi a captain?,0
26352,Is rib smaller than a car?,1
26353,Would you use grease to clean something,0
26354,is pornographer related to food?,0
26355,Is bench a bigger than a room?,0
26356,Is stationery alive,0
26357,Is storm a natural phenomenon?,1
26358,can straightedge be used,1
26359,does fingerprint darken the room?,0
26360,is beanbags man made?,1
26361,Is sunlight man made?,0
26362,is venue an animal,0
26363,is picker related to food?,1
26364,Is tutor related to chemicals?,0
26365,is cranberry usually one color,1
26366,Is motorist a body part?,0
26367,is scribe edible,0
26368,Does lightbulb use electricity? ,1
26369,Is jailer dry?,0
26370,is floorboard the floor,1
26371,Is cuisine abstract,1
26372,Is man a female?,0
26373,is machetes bigger than a bread box?,1
26374,is false used for transportation,0
26375,Is cartoon found on planet Earth?,1
26376,is table brown,1
26377,is bush a snack,0
26378,is expo found in a kitchen?,0
26379,Is ceo corporate?,1
26380,does superstructure require electricity/power?,1
26381,Is guardhouse a person?,0
26382,is varnish hung on the wall,0
26383,is juice a alive?,0
26384,Is attendees living?,1
26385,is bikini a blazer,0
26386,Is clouds the atmosphere?,1
26387,it pedestrian alive?,1
26388,Is confinement emotional?,1
26389,is lions a herbivore?,0
26390,Is wine alive?,0
26391,does writer involve writing,1
26392,Is dueler used in the kitchen?,0
26393,does telegraph have tracks,0
26394,could I buy love in a store? ,0
26395,Is hospice virtual?,0
26396,Is cornfield raised on a type of farm?,1
26397,is houseware found in a normal home,1
26398,Can you buy candleholder in a store?,1
26399,Does petal have texture?,1
26400,do you use broom to clean?,1
26401,Is attendant alive?,1
26402,is animal an animal,1
26403,does stool require communication,0
26404,can firewood be used to build things,1
26405,is blowtorch alive?,0
26406,Is excavator used to dig or drill?,1
26407,Is poultry human?,0
26408,Is inmate a female?,1
26409,does obstruction have a restroom,0
26410,Is television something one would plug in?,1
26411,is behemoth a computer?,0
26412,Is typhoon something abstract,0
26413,does tripe come in different sizes?,1
26414,is mimosa a part of the body,0
26415,Is gashouse a concrete object?,1
26416,is itchiness a feeling?,1
26417,does secret make sounds?,0
26418,Does hatchet contain things?,0
26419,Can I find glycerol in a lawyer's office?,0
26420,is spur useful,1
26421,Is showman an emotion?,0
26422,does veterinarian take power?,0
26423,is firewater electrical? ,0
26424,Does concert require a specific venue?,1
26425,Does bucket hold other things?,1
26426,Is aeroplane alive,0
26427,is gladiator a common skill,0
26428,Is joist related to kids?,0
26429,Is nile a river?,1
26430,is dogwood always fround outside?,1
26431,"is keyhole sold at a home goods store like lowe's, home depot?",1
26432,Is blender powered by some type of energy?,1
26433,Is buttery related to water?,0
26434,is casserole a person,0
26435,Is stapler used in an office,1
26436,Is net something I would find in a living room of a home?,0
26437,is principal school administration,1
26438,Is river something man made,0
26439,Is lifer alive,1
26440,Is car something you wear ?,0
26441,Is apple fruit,1
26442,is nutshell used in office,0
26443,does tank have wheels? ,1
26444,is kwanza a place?,0
26445,Is lodgings a manmade object?,1
26446,Is calamari usually found outside?,1
26447,Is presidency an idea?,0
26448,is pitchfork used for fun?,0
26449,Is ball an animal?,0
26450,Is strings functionally similar to a coat rack?,0
26451,Is script normally outside,0
26452,Is druggie an addict?,1
26453,Is rib something most people have at home/,1
26454,does vanload carry more than 5 people?,1
26455,is replica a tool,1
26456,does sprinters make noise?,1
26457,is racket used in sports?,1
26458,Is tobacco electronic?,0
26459,Is grandpa male?,1
26460,is barley a plant,1
26461,would you find ninepin in a house,1
26462,Is streetlamp used at night time more often?,1
26463,is t-shirt edible?,0
26464,is door a person/animal,0
26465,does accountant require an office?,1
26466,is silverware used to eat?,1
26467,"Is grandma related to an animal, or made from something related to an animal?",0
26468,Is orange a citrus fruit?,1
26469,does tusk sting?,0
26470,Is tug artistic?,0
26471,is table an object,1
26472,is footman a profession?,1
26473,Does poser have a taste?,0
26474,Is catheter safe?,1
26475, Would you give grandson as a gift? ,0
26476,Is skillet made of metal?,1
26477,Is derby found on earth?,1
26478,does gladiator have to do with plants,0
26479,Is refinery a building? ,1
26480,Is baguette electronic?,0
26481,Is spoon used in cooking?,1
26482,Is oats commonly soaked in juice?,0
26483,is nurse a person,1
26484,is busboy human?,1
26485,Is powder found inside a home,1
26486,is table round?,1
26487,Is notebook made of paper?,1
26488,is flagman a behavior humans have,0
26489,Is smock made of plastic?,0
26490,Is paprika a tangible object one can hold?,1
26491,Is moon in space?,1
26492,does gambling have anything to do with space?,0
26493,Does highlighter come in different sizes?,1
26494,Is stakeout a specific belief or philosophy?,0
26495,is consider dust?,0
26496,is syphilis a thought ,0
26497,does newsstand have walls?,1
26498,is table furniture,1
26499,Can seesaw be used by a child?,1
26500,Is coastguard a being?,1
26501,is freshman based on ethnicity?,0
26502,is partner a place?,0
26503,is police law enforcement,1
26504,is mascara made of plastic?,1
26505,can you light hospital on fire ?,1
26506,does dagger take batteries?,0
26507,Is splinter something in space?,0
26508,Is granddaughter related to being a sister?,0
26509,Is heater involved with electricity?,1
26510,Is belt carried upon the person?,1
26511,is antiques large,1
26512,is trees man made?,0
26513,Is ceiling square?,1
26514,is tux alive,0
26515,is vodka something people can actually touch,1
26516,Is confidant a man,1
26517,does shantytown make money,0
26518,Is facility a fun place,1
26519,is freezer a part of nature,0
26520,Is descendant a daughter?,1
26521,is magnesium alive,0
26522,Is star something in space?,1
26523,IS officer human?,1
26524,can i find denture at an everyday store like walmart?,0
26525,Is nail alive?,0
26526,Is methanol stored inside?,1
26527,is penthouse an idea?,0
26528,Can orphanage been seen?,1
26529,Can you use tapper with a video-game console?,0
26530,Do kids know what privates is?,1
26531,is embroidery a type of fabric? ,1
26532,Is commode a machine?,0
26533,Is iris colorful?,1
26534,Does lender work with animals?,0
