,questions,labels
35026,smoke has a prerequisite of money,No
35027,smoke has a prerequisite of money,No
35028,smoke has a prerequisite of money,No
35029,laugh is motivated by a goal of fill stomache,No
35030,buying for loved one usually causes accidents,No
35031,smoke has a prerequisite of money,No
35032,smoke has a prerequisite of money,No
35033,box is usually used for going through,No
35034,smoke has a prerequisite of money,No
35035,smoke has a prerequisite of money,No
35036,smoke has a prerequisite of money,No
35037,smoke has a prerequisite of money,No
35038,kill people has a prerequisite of memorizing,No
35039,apply for job has a subevent of send email,No
35040,smoke has a prerequisite of money,No
35041,smoke has a prerequisite of money,No
35042,smoke has a prerequisite of money,No
35043,smoke has a prerequisite of money,No
35044,recording somethign has a prerequisite of prepare food,No
35045,poker table is usually located at ground,No
35046,smoke has a prerequisite of money,No
35047,smoke has a prerequisite of money,No
35048,smoke has a prerequisite of money,No
35049,smoke has a prerequisite of money,No
35050,smoke has a prerequisite of money,No
35051,smoke has a prerequisite of money,No
35052,smoke has a prerequisite of money,No
35053,smoke has a prerequisite of money,No
35054,smoke has a prerequisite of money,No
35055,smoke has a prerequisite of money,No
35056,cape hatteras is part of himalayas,No
35057,smoke has a prerequisite of money,No
35058,smoke has a prerequisite of money,No
35059,smoke has a prerequisite of money,No
35060,spirit is usually located at desert,No
35061,ii kings is part of paddlewheel,No
35062,smoke has a prerequisite of money,No
35063,smoke has a prerequisite of money,No
35064,skiing has a prerequisite of buy tv,No
35065,philanthropical is the opposite of isotropy,No
35066,smoke has a prerequisite of money,No
35067,smoke has a prerequisite of money,No
35068,theater is capable of name child,No
35069,smoke has a prerequisite of money,No
35070,smoke has a prerequisite of money,No
35071,smoke has a prerequisite of money,No
35072,smoke has a prerequisite of money,No
35073,smoke has a prerequisite of money,No
35074,going to market has a subevent of buying post cards,No
35075,smoke has a prerequisite of money,No
35076,excusable is the opposite of augmentative,No
35077,smoke has a prerequisite of money,No
35078,smoke has a prerequisite of money,No
35079,new experiences has a property of bright,No
35080,smoke has a prerequisite of money,No
35081,smoke has a prerequisite of money,No
35082,smoke has a prerequisite of money,No
35083,blankets pillows sheets is usually located at city,No
35084,smoke has a prerequisite of money,No
35085,manageable is the opposite of grandfather,No
35086,smoke has a prerequisite of money,No
35087,cake is usually used for passing time,No
35088,ears is capable of battle cancer,No
35089,open gift has a prerequisite of enroll,No
35090,have party has a last subevent of put letter in mailbox,No
35091,smoke has a prerequisite of money,No
35092,buffalo is part of united states,No
35093,frozen dinner is usually located at laboratory,No
35094,smoke has a prerequisite of money,No
35095,paper is usually located at sentence,No
35096,smoke has a prerequisite of money,No
35097,smoke has a prerequisite of money,No
35098,smoke has a prerequisite of money,No
35099,smoke has a prerequisite of money,No
35100,bungee jumping has a property of difficult,No
35101,smoke has a prerequisite of money,No
35102,smoke has a prerequisite of money,No
35103,friuli venezia giulia is part of guided missile,No
35104,smoke has a prerequisite of money,No
35105,spit has a prerequisite of get sick,No
35106,smoke has a prerequisite of money,No
35107,smoke has a prerequisite of money,No
35108,smoke has a prerequisite of money,No
35109,smoke has a prerequisite of money,No
35110,smoke has a prerequisite of money,No
35111,chemists is usually located at closet,No
35112,smoke has a prerequisite of money,No
35113,smoke has a prerequisite of money,No
35114,wait in line is motivated by a goal of laugh,No
35115,smoke has a prerequisite of money,No
35116,smoke has a prerequisite of money,No
35117,smoke has a prerequisite of money,No
35118,listening to radio has a prerequisite of in good mood,No
35119,smoke has a prerequisite of money,No
35120,portland is part of throat,No
35121,smoke has a prerequisite of money,No
35122,static line is part of germany,No
35123,smoke has a prerequisite of money,No
35124,smoke has a prerequisite of money,No
35125,smoke has a prerequisite of money,No
35126,smoke has a prerequisite of money,No
35127,smoke has a prerequisite of money,No
35128,smoke has a prerequisite of money,No
35129,smoke has a prerequisite of money,No
35130,smoke has a prerequisite of money,No
35131,smoke has a prerequisite of money,No
35132,smoke has a prerequisite of money,No
35133,rushmore is part of hindu calendar,No
35134,smoke has a prerequisite of money,No
35135,religious tract is usually located at briefcase,No
35136,smoke has a prerequisite of money,No
35137,paper punch is usually located at great britain,No
35138,smoke has a prerequisite of money,No
35139,going on stage has a subevent of shake hands,No
35140,smoke has a prerequisite of money,No
35141,stereo is usually located at rain forest,No
35142,smoke has a prerequisite of money,No
35143,smoke has a prerequisite of money,No
35144,smoke has a prerequisite of money,No
35145,smoke has a prerequisite of money,No
35146,smoke has a prerequisite of money,No
35147,smoke has a prerequisite of money,No
35148,stored item is usually located at glove compartment,No
35149,quarterback is capable of fear death,No
35150,smoke has a prerequisite of money,No
35151,have haircut has a prerequisite of find end of line,No
35152,smoke has a prerequisite of money,No
35153,sights is part of town,No
35154,smoke has a prerequisite of money,No
35155,smoke has a prerequisite of money,No
35156,lighting fire has a subevent of look at porn,No
35157,smoke has a prerequisite of money,No
35158,smoke has a prerequisite of money,No
35159,sofa is usually located at cellar,No
35160,smoke has a prerequisite of money,No
35161,smoke has a prerequisite of money,No
35162,matrix is part of arizona,No
35163,going to store usually causes falling,No
35164,remembering has a prerequisite of learn about phone number,No
35165,carry on bag is usually used for kill,No
35166,going to zoo usually causes food to heat,No
35167,seafood restaurant is usually used for harvest,No
35168,smoke has a prerequisite of money,No
35169,bowling shoe is part of asia,No
35170,smoke has a prerequisite of money,No
35171,smoke has a prerequisite of money,No
35172,smoke has a prerequisite of money,No
35173,getting divorce usually causes sum,No
35174,smoke has a prerequisite of money,No
35175,floor is usually located at resturant,No
35176,smoke has a prerequisite of money,No
35177,smoke has a prerequisite of money,No
35178,smoke has a prerequisite of money,No
35179,smoke has a prerequisite of money,No
35180,glasgow is part of malaysia,No
35181,smoke has a prerequisite of money,No
35182,smoke has a prerequisite of money,No
35183,smoke has a prerequisite of money,No
35184,smoke has a prerequisite of money,No
35185,james is part of florida,No
35186,smoke has a prerequisite of money,No
35187,smoke has a prerequisite of money,No
35188,smoke has a prerequisite of money,No
35189,smoke has a prerequisite of money,No
35190,taking finals usually causes burns,No
35191,sex usually causes shoe wont fall off,No
35192,renal cortex is part of abcoulomb,No
35193,smoke has a prerequisite of money,No
35194,smoke has a prerequisite of money,No
35195,smoke has a prerequisite of money,No
35196,smoke has a prerequisite of money,No
35197,smoke has a prerequisite of money,No
35198,smoke has a prerequisite of money,No
35199,staple remover is usually located at bed,No
35200,smoke has a prerequisite of money,No
35201,smoke has a prerequisite of money,No
35202,smoke has a prerequisite of money,No
35203,smoke has a prerequisite of money,No
35204,smoke has a prerequisite of money,No
35205,electric motor is part of europe,No
35206,circles has a property of white,No
35207,smoke has a prerequisite of money,No
35208,deli is capable of fix collar,No
35209,smoke has a prerequisite of money,No
35210,smoke has a prerequisite of money,No
35211,smoke has a prerequisite of money,No
35212,petersburg is part of campania,No
35213,smoke has a prerequisite of money,No
35214,playing basketball has a prerequisite of ticket,No
35215,smoke has a prerequisite of money,No
35216,smoke has a prerequisite of money,No
35217,bottom is part of switzerland,No
35218,smoke has a prerequisite of money,No
35219,smoke has a prerequisite of money,No
35220,smoke has a prerequisite of money,No
35221,driving in car causes desire of have food,No
35222,most rocks has a property of inevitable,No
35223,murmansk is part of phoenicia,No
35224,smoke has a prerequisite of money,No
35225,smoke has a prerequisite of money,No
35226,st elias range is part of page,No
35227,smoke has a prerequisite of money,No
35228,voiced is the opposite of conditional,No
35229,smoke has a prerequisite of money,No
35230,smoke has a prerequisite of money,No
35231,smoke has a prerequisite of money,No
35232,smoke has a prerequisite of money,No
35233,playing poker usually causes stimulation,No
35234,smoke has a prerequisite of money,No
35235,smoke has a prerequisite of money,No
35236,stop standing in has a prerequisite of plant garden,No
35237,don is part of spanish lime,No
35238,smoke has a prerequisite of money,No
35239,building is capable of coat house,No
35240,smoke has a prerequisite of money,No
35241,boat is usually used for marking,No
35242,smoke has a prerequisite of money,No
35243,smoke has a prerequisite of money,No
35244,strickle entails owe,No
35245,print is distinct from science,No
